Pedido;Item;Tax_Antes;Tax_Novo;Tax_Depois;Material_Antes;Material_Novo;Material_Depois;CC_Antes;CC_Novo;CC_Depois;Status;Mensagens
4500032947;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032947 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032944;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032944 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032820;10;F0;;F0;1000471;;1000471;;20021PI008;;OK;S - 06 023: Standard PO 4500032820 changed | I - KI 339: Profit center was set to L2002001 | W - ME 083: Enter Requester, customer
4500032794;10;F0;;F0;1000471;;1000471;;20021PI015;;OK;S - 06 023: Standard PO 4500032794 changed | I - KI 339: Profit center was set to L2002001 | W - ME 083: Enter Requester, customer
4500032784;10;CG;;CG;1000471;;1000471;;20111PI021;;OK;S - 06 023: Standard PO 4500032784 changed | W - FCO_AVC_CC 201: The budget tolerance limit of 100,00% for cost center 20111PI021, ORC_CC~ORC_STERC has been reached. | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2011002
4500032781;10;C0;;C0;20014047;;20014047;;20111PI001;;OK;S - 06 023: Standard PO 4500032781 changed | I - KI 339: Profit center was set to L2011002 | W - ME 678: Purchase order unit L allows fewer decimal places only | W - ME 083: Enter Requester, customer
4500032714;10;F4;;F4;1000784;;1000784;;20111PD023;;OK;S - 06 023: Standard PO 4500032714 changed | I - KI 339: Profit center was set to L2011002 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032708;10;F4;;F4;1000784;;1000784;;20111PD003;;OK;S - 06 023: Standard PO 4500032708 changed | I - KI 339: Profit center was set to L2011002 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032574;10;F4;;F4;1000784;;1000784;;20091PD011;;OK;S - 06 023: Standard PO 4500032574 changed | I - KI 339: Profit center was set to L2009002 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032558;10;P5;;P5;60000008;;60000008;;20022PD005;;OK;S - 06 023: Standard PO 4500032558 changed | I - KI 339: Profit center was set to L2002005 | W - ME 083: Enter Requester, customer
4500032554;10;F4;;F4;1000605;;1000605;;20101PD015;;OK;S - 06 023: Standard PO 4500032554 changed | I - KI 339: Profit center was set to L2010002 | W - ME 083: Enter Requester, customer
4500032548;10;C0;;C0;20014047;;20014047;;20101PD006;;OK;S - 06 023: Standard PO 4500032548 changed | I - KI 339: Profit center was set to L2010002 | W - ME 678: Purchase order unit L allows fewer decimal places only | W - ME 083: Enter Requester, customer
4500032347;10;P5;;P5;60000008;;60000008;;20022PD005;;OK;S - 06 023: Standard PO 4500032347 changed | I - KI 339: Profit center was set to L2002005 | W - ME 083: Enter Requester, customer
4500032337;10;P4;;P4;60000506;;60000506;;20151CD008;;OK;S - 06 023: Standard PO 4500032337 changed | I - KI 339: Profit center was set to L2015001 | W - ME 083: Enter Requester, customer
4500032321;10;P4;;P4;60000506;;60000506;;20151CD008;;OK;S - 06 023: Standard PO 4500032321 changed | I - KI 339: Profit center was set to L2015001 | W - FCO_AVC_CC 201: The budget tolerance limit of 100,00% for cost center 20151CD008, ORC_CC~ORC_STER_V has been reached. | W - ME 083: Enter Requester, customer
4500032296;10;P4;;P4;60000506;;60000506;;20151CD008;;OK;S - 06 023: Standard PO 4500032296 changed | I - KI 339: Profit center was set to L2015001 | W - ME 083: Enter Requester, customer
4500032254;10;P4;;P4;60000506;;60000506;;20151CD008;;OK;S - 06 023: Standard PO 4500032254 changed | I - KI 339: Profit center was set to L2015001 | W - ME 083: Enter Requester, customer
4500032245;10;C1;;C1;20001319;;20001319;;20011PD017;;OK;S - 06 023: Standard PO 4500032245 changed | W - ME 083: Enter Requester, customer
4500032229;10;C0;;C0;20014327;;20014327;;20021PI001;;OK;S - 06 023: Standard PO 4500032229 changed | I - KI 339: Profit center was set to L2002001 | W - ME 083: Enter Requester, customer
4500032216;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032216 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032213;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032213 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032210;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032210 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032206;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032206 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032203;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032203 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032200;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032200 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032197;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032197 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032194;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032194 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032190;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032190 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032187;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032187 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032184;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032184 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032181;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032181 changed | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2002005
4500032178;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032178 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032174;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032174 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032171;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032171 changed | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2002005
4500032168;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032168 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032165;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032165 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032162;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032162 changed | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2002005
4500032158;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032158 changed | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2002005
4500032155;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032155 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032152;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032152 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032149;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032149 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032146;10;P5;;P5;60000684;;60000684;;20022PD002;;OK;S - 06 023: Standard PO 4500032146 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032143;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500032143 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500032123;10;C3;;C3;20011982;;20011982;;20011AD002;;OK;S - 06 023: Standard PO 4500032123 changed | W - ME 083: Enter Requester, customer
4500031913;10;CF;;CF;20018584;;20018584;;20011PI007;;OK;S - 06 022: No data changed
4500031868;10;P5;;P5;60000008;;60000008;;20022PD005;;OK;S - 06 023: Standard PO 4500031868 changed | I - KI 339: Profit center was set to L2002005 | W - ME 083: Enter Requester, customer
4500031865;10;P5;;P5;60000008;;60000008;;20022PD005;;OK;S - 06 023: Standard PO 4500031865 changed | I - KI 339: Profit center was set to L2002005 | W - ME 083: Enter Requester, customer
4500031833;10;P4;;P4;60000506;;60000506;;20151CD008;;OK;S - 06 023: Standard PO 4500031833 changed | I - KI 339: Profit center was set to L2015001 | W - ME 083: Enter Requester, customer
4500031830;10;F4;;F4;1000605;;1000605;;20101PD015;;OK;S - 06 023: Standard PO 4500031830 changed | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2010002
4500031750;10;C1;;C1;20011739;;20011739;;20011PI017;;OK;S - 06 023: Standard PO 4500031750 changed | W - ME 083: Enter Requester, customer
4500031740;10;CG;;CG;20015837;;20015837;;20012PD004;;OK;S - 06 023: Standard PO 4500031740 changed | I - KI 339: Profit center was set to L2001002 | W - ME 083: Enter Requester, customer
4500031635;10;P4;;P4;60000506;;60000506;;20151CD008;;OK;S - 06 023: Standard PO 4500031635 changed | I - KI 339: Profit center was set to L2015001 | W - ME 083: Enter Requester, customer
4500031561;10;P5;;P5;60000008;;60000008;;20022PD005;;OK;S - 06 023: Standard PO 4500031561 changed | I - KI 339: Profit center was set to L2002005 | W - ME 083: Enter Requester, customer
4500031545;10;C0;;C0;20014047;;20014047;;20022PD004;;OK;S - 06 023: Standard PO 4500031545 changed | I - KI 339: Profit center was set to L2002005 | W - ME 678: Purchase order unit L allows fewer decimal places only | W - ME 083: Enter Requester, customer
4500031529;10;E3;;E3;1000475;;1000475;;20011PI019;;OK;S - 06 023: Standard PO 4500031529 changed | W - ME 083: Enter Requester, customer
4500031523;10;F4;;F4;1000605;;1000605;;20101PD015;;OK;S - 06 023: Standard PO 4500031523 changed | I - KI 339: Profit center was set to L2010002 | W - ME 083: Enter Requester, customer
4500031520;10;F4;;F4;1000605;;1000605;;20101PD015;;OK;S - 06 023: Standard PO 4500031520 changed | I - KI 339: Profit center was set to L2010002 | W - ME 083: Enter Requester, customer
4500031517;10;F4;;F4;1000605;;1000605;;20101PD015;;OK;S - 06 023: Standard PO 4500031517 changed | I - KI 339: Profit center was set to L2010002 | W - ME 083: Enter Requester, customer
4500031456;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031456 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031453;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031453 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031449;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031449 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031446;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031446 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031443;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031443 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031440;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031440 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031437;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031437 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031434;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031434 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031430;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031430 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031427;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031427 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031424;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031424 changed | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2002005
4500031421;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031421 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031418;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031418 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031414;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031414 changed | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2002005
4500031411;10;P5;;P5;60000684;;60000684;;20022PD002;;OK;S - 06 023: Standard PO 4500031411 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031408;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031408 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031405;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031405 changed | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2002005
4500031402;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031402 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031398;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031398 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031395;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031395 changed | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2002005
4500031392;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031392 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031389;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031389 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031386;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031386 changed | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2002005
4500031382;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031382 changed | I - KI 339: Profit center was set to L2002005 | W - FCO_AVC_CC 202: There is no budget available for cost center 20022PD002. | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031379;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031379 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031376;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031376 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031373;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031373 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031370;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031370 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031366;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031366 changed | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2002005
4500031363;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031363 changed | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2002005
4500031360;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031360 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031357;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031357 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031354;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031354 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031350;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031350 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031347;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031347 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031344;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031344 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031341;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500031341 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031328;10;F4;;F4;1000472;;1000472;;20101CI001;;OK;S - 06 023: Standard PO 4500031328 changed | I - KI 339: Profit center was set to L2010002 | W - ME 083: Enter Requester, customer
4500031325;10;F4;;F4;1000472;;1000472;;20101CI001;;OK;S - 06 023: Standard PO 4500031325 changed | I - KI 339: Profit center was set to L2010002 | W - ME 083: Enter Requester, customer
4500031309;10;F4;;F4;1000608;;1000608;;20111PD011;;OK;S - 06 023: Standard PO 4500031309 changed | I - KI 339: Profit center was set to L2011002 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031299;10;F4;;F4;1000608;;1000608;;20111PD001;;OK;S - 06 023: Standard PO 4500031299 changed | I - KI 339: Profit center was set to L2011002 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031184;10;P4;;P4;60000506;;60000506;;20151CD008;;OK;S - 06 023: Standard PO 4500031184 changed | I - KI 339: Profit center was set to L2015001 | W - ME 083: Enter Requester, customer
4500031181;10;P4;;P4;60000506;;60000506;;20151CD008;;OK;S - 06 023: Standard PO 4500031181 changed | I - KI 339: Profit center was set to L2015001 | W - ME 083: Enter Requester, customer
4500031168;10;F4;;F4;1000472;;1000472;;20101CI001;;OK;S - 06 023: Standard PO 4500031168 changed | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2010002
4500031127;10;F4;;F4;1000472;;1000472;;20101CI001;;OK;S - 06 023: Standard PO 4500031127 changed | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2010002
4500031101;10;C0;;C0;1000524;;1000524;;20011AD019;;OK;S - 06 023: Standard PO 4500031101 changed | W - ME 083: Enter Requester, customer
4500031098;10;P0;;P0;60000009;;60000009;;20011AD024;;OK;S - 06 023: Standard PO 4500031098 changed | W - ME 083: Enter Requester, customer
4500031082;10;F4;;F4;1000608;;1000608;;20111PD023;;OK;S - 06 023: Standard PO 4500031082 changed | I - KI 339: Profit center was set to L2011002 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031069;10;F4;;F4;1000608;;1000608;;20111PD009;;OK;S - 06 023: Standard PO 4500031069 changed | I - KI 339: Profit center was set to L2011002 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031060;10;F4;;F4;1000608;;1000608;;20111PD001;;OK;S - 06 023: Standard PO 4500031060 changed | I - KI 339: Profit center was set to L2011002 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031057;10;F4;;F4;1000608;;1000608;;20111PD003;;OK;S - 06 023: Standard PO 4500031057 changed | I - KI 339: Profit center was set to L2011002 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500031018;10;F2;;F2;1000471;;1000471;;20091PD011;;OK;S - 06 023: Standard PO 4500031018 changed | I - KI 339: Profit center was set to L2009002 | W - ME 083: Enter Requester, customer
4500030903;10;C0;;C0;20000500;;20000500;;20011AD015;;OK;S - 06 023: Standard PO 4500030903 changed | W - ME 083: Enter Requester, customer
4500030887;10;C0;;C0;20012312;;20012312;;20012PD006;;OK;S - 06 023: Standard PO 4500030887 changed | I - KI 339: Profit center was set to L2001002 | W - ME 083: Enter Requester, customer
4500030849;10;C1;;C1;20012326;;20012326;;20012PD006;;OK;S - 06 023: Standard PO 4500030849 changed | I - KI 339: Profit center was set to L2001002 | W - ME 083: Enter Requester, customer
4500030833;10;C0;;C0;20014047;;20014047;;20111PI002;;OK;S - 06 023: Standard PO 4500030833 changed | W - 06 203: Order value 9.266,48 BRL below minimum order value | I - KI 339: Profit center was set to L2011002 | W - ME 678: Purchase order unit L allows fewer decimal places only | W - ME 083: Enter Requester, customer
4500030830;10;C0;;C0;20014047;;20014047;;20111PI002;;OK;S - 06 023: Standard PO 4500030830 changed | I - KI 339: Profit center was set to L2011002 | W - ME 678: Purchase order unit L allows fewer decimal places only | W - ME 083: Enter Requester, customer
4500030827;10;C0;;C0;20014047;;20014047;;20111PI002;;OK;S - 06 023: Standard PO 4500030827 changed | I - KI 339: Profit center was set to L2011002 | W - ME 678: Purchase order unit L allows fewer decimal places only | W - ME 083: Enter Requester, customer
4500030814;10;C0;;C0;20014047;;20014047;;20111PI002;;OK;S - 06 023: Standard PO 4500030814 changed | I - KI 339: Profit center was set to L2011002 | W - ME 678: Purchase order unit L allows fewer decimal places only | W - ME 083: Enter Requester, customer
4500030808;10;F4;;F4;1000472;;1000472;;20101CI001;;OK;S - 06 023: Standard PO 4500030808 changed | I - KI 339: Profit center was set to L2010002 | W - ME 083: Enter Requester, customer
4500030804;10;F4;;F4;1000472;;1000472;;20101CI001;;OK;S - 06 023: Standard PO 4500030804 changed | I - KI 339: Profit center was set to L2010002 | W - ME 083: Enter Requester, customer
4500030766;10;P0;;P0;60000682;;60000682;;20011PD004;;OK;S - 06 023: Standard PO 4500030766 changed | W - ME 083: Enter Requester, customer
4500030753;10;C0;;C0;20014047;;20014047;;20011PI013;;OK;S - 06 023: Standard PO 4500030753 changed | W - ME 678: Purchase order unit L allows fewer decimal places only | W - ME 083: Enter Requester, customer
4500030744;10;F4;;F4;1000474;;1000474;;20011PD004;;OK;S - 06 023: Standard PO 4500030744 changed | W - ME 083: Enter Requester, customer
4500030734;10;C0;;C0;20014047;;20014047;;20022PD004;;OK;S - 06 023: Standard PO 4500030734 changed | I - KI 339: Profit center was set to L2002005 | W - ME 678: Purchase order unit L allows fewer decimal places only | W - ME 083: Enter Requester, customer
4500030725;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030725 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030721;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030721 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030718;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030718 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030715;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030715 changed | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2002005
