Pedido;Item;Tax_Antes;Tax_Novo;Tax_Depois;Material_Antes;Material_Novo;Material_Depois;CC_Antes;CC_Novo;CC_Depois;Status;Mensagens
4500030712;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030712 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030709;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030709 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030705;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030705 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030702;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030702 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030699;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030699 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030696;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030696 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030693;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030693 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030689;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030689 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030686;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030686 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030683;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030683 changed | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2002005
4500030680;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030680 changed | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2002005
4500030677;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030677 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030673;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030673 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030670;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030670 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030664;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030664 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030661;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030661 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030657;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030657 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030654;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030654 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030651;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030651 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030648;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030648 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030642;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030642 changed | I - KI 339: Profit center was set to L2002005 | W - FCO_AVC_CC 201: The budget tolerance limit of 100,00% for cost center 20022PD002, ORC_CC~ORC_IIND_V has been reached. | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030638;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030638 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030635;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030635 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030632;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030632 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030629;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030629 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030626;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030626 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030622;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030622 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030619;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030619 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030616;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030616 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030613;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030613 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030610;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030610 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030606;10;P5;;P5;60000684;;60000684;;20022PD002;;OK;S - 06 023: Standard PO 4500030606 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030514;10;C0;;C0;20008437;;20008437;;20013PI001;;OK;S - 06 023: Standard PO 4500030514 changed | I - KI 339: Profit center was set to L2001003 | W - FCO_AVC_CC 201: The budget tolerance limit of 100,00% for cost center 20013PI001, ORC_CC~ORC_VEIC has been reached. | W - ME 678: Purchase order unit L allows fewer decimal places only | W - ME 083: Enter Requester, customer
4500030511;10;P5;;P5;60000389;;60000389;;20151AD015;;OK;S - 06 022: No data changed | I - ME 664: Change Cost Center could not be effected
4500030504;10;C0;;C0;20014047;;20014047;;20011PI034;;OK;S - 06 023: Standard PO 4500030504 changed | W - ME 678: Purchase order unit L allows fewer decimal places only | W - ME 083: Enter Requester, customer
4500030501;10;C0;;C0;20014047;;20014047;;20011AD001;;OK;S - 06 023: Standard PO 4500030501 changed | W - ME 678: Purchase order unit L allows fewer decimal places only | W - ME 083: Enter Requester, customer
4500030479;10;P0;;P0;60000682;;60000682;;20011PD004;;OK;S - 06 023: Standard PO 4500030479 changed | W - ME 083: Enter Requester, customer
4500030472;10;F4;;F4;1000474;;1000474;;20011PD004;;OK;S - 06 023: Standard PO 4500030472 changed | W - ME 083: Enter Requester, customer
4500030469;10;P4;;P4;60000002;;60000002;;20011PD004;;OK;S - 06 023: Standard PO 4500030469 changed | W - ME 083: Enter Requester, customer
4500030450;10;CF;;CF;20012158;;20012158;;20011PI024;;OK;S - 06 023: Standard PO 4500030450 changed | W - ME 083: Enter Requester, customer
4500030443;10;E2;;E2;1000475;;1000475;;20151AD015;;OK;S - 06 023: Standard PO 4500030443 changed | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2015001
4500030437;10;F4;;F4;1000608;;1000608;;20091PD014;;OK;S - 06 023: Standard PO 4500030437 changed | I - KI 339: Profit center was set to L2009002 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030431;10;E3;;E3;1000475;;1000475;;20151AD015;;OK;S - 06 023: Standard PO 4500030431 changed | I - KI 339: Profit center was set to L2015001 | W - ME 083: Enter Requester, customer
4500030290;10;F4;;F4;1000605;;1000605;;20101PD015;;OK;S - 06 023: Standard PO 4500030290 changed | I - KI 339: Profit center was set to L2010002 | W - ME 083: Enter Requester, customer
4500030271;10;F4;;F4;1000474;;1000474;;20011PD004;;OK;S - 06 023: Standard PO 4500030271 changed | W - ME 083: Enter Requester, customer
4500030268;10;F4;;F4;1000474;;1000474;;20011PD004;;OK;S - 06 023: Standard PO 4500030268 changed | W - ME 083: Enter Requester, customer
4500030265;10;F4;;F4;1000474;;1000474;;20011PD004;;OK;S - 06 023: Standard PO 4500030265 changed | W - ME 083: Enter Requester, customer
4500030261;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030261 changed | I - KI 339: Profit center was set to L2002005 | W - FCO_AVC_CC 202: There is no budget available for cost center 20022PD002. | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030258;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030258 changed | I - KI 339: Profit center was set to L2002005 | W - FCO_AVC_CC 202: There is no budget available for cost center 20022PD002. | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030255;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030255 changed | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2002005
4500030252;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030252 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030249;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030249 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030245;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030245 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030242;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030242 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030239;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500030239 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030236;10;F4;;F4;1000472;;1000472;;20101CI001;;OK;S - 06 023: Standard PO 4500030236 changed | I - KI 339: Profit center was set to L2010002 | W - ME 083: Enter Requester, customer
4500030233;10;P4;;P4;60000004;;60000004;;20021PD002;;OK;S - 06 023: Standard PO 4500030233 changed | I - KI 339: Profit center was set to L2002001 | W - ME 083: Enter Requester, customer
4500030230;10;P5;;P5;60000684;;60000684;;20022PD002;;OK;S - 06 023: Standard PO 4500030230 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030226;10;P5;;P5;60000684;;60000684;;20022PD002;;OK;S - 06 023: Standard PO 4500030226 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030223;10;P5;;P5;60000684;;60000684;;20022PD002;;OK;S - 06 023: Standard PO 4500030223 changed | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2002005
4500030217;10;P5;;P5;60000684;;60000684;;20022PD002;;OK;S - 06 023: Standard PO 4500030217 changed | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2002005
4500030207;10;P5;;P5;60000684;;60000684;;20022PD002;;OK;S - 06 023: Standard PO 4500030207 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030204;10;P5;;P5;60000684;;60000684;;20022PD002;;OK;S - 06 023: Standard PO 4500030204 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500030201;10;P5;;P5;60000684;;60000684;;20022PD002;;OK;S - 06 023: Standard PO 4500030201 changed | I - KI 339: Profit center was set to L2002005 | W - ME 083: Enter Requester, customer
4500030194;10;C3;;C3;20014469;;20014469;;20022PD005;;OK;S - 06 023: Standard PO 4500030194 changed | I - KI 339: Profit center was set to L2002005 | W - ME 083: Enter Requester, customer
4500030182;10;F4;;F4;1000472;;1000472;;20022PD005;;OK;S - 06 023: Standard PO 4500030182 changed | I - KI 339: Profit center was set to L2002005 | W - ME 083: Enter Requester, customer
4500029929;10;F4;;F4;1000608;;1000608;;20091PD014;;OK;S - 06 023: Standard PO 4500029929 changed | I - KI 339: Profit center was set to L2009002 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029926;10;F4;;F4;1000605;;1000605;;20101PD015;;OK;S - 06 023: Standard PO 4500029926 changed | I - KI 339: Profit center was set to L2010002 | W - ME 083: Enter Requester, customer
4500029923;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029923 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029920;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029920 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029917;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029917 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029913;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029913 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029910;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029910 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029907;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029907 changed | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2002005
4500029904;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029904 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029901;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029901 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029897;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029897 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029894;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029894 changed | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2002005
4500029891;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029891 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029888;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029888 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029885;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029885 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029881;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029881 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029878;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029878 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029875;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029875 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029872;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029872 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029869;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029869 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029865;10;P5;;P5;60000684;;60000684;;20022PD002;;OK;S - 06 023: Standard PO 4500029865 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029862;10;F4;;F4;1000608;;1000608;;20091PD014;;OK;S - 06 023: Standard PO 4500029862 changed | I - KI 339: Profit center was set to L2009002 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029859;10;F4;;F4;1000608;;1000608;;20091PD011;;OK;S - 06 023: Standard PO 4500029859 changed | I - KI 339: Profit center was set to L2009002 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029856;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029856 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029853;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029853 changed | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2002005
4500029849;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029849 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029846;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029846 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029843;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029843 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029840;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029840 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029837;10;P5;;P5;60000684;;60000684;;20022PD002;;OK;S - 06 023: Standard PO 4500029837 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029814;10;F4;;F4;1000472;;1000472;;20022PD005;;OK;S - 06 023: Standard PO 4500029814 changed | I - KI 339: Profit center was set to L2002005 | W - ME 083: Enter Requester, customer
4500029811;10;F4;;F4;1000605;;1000605;;20101PD015;;OK;S - 06 023: Standard PO 4500029811 changed | I - KI 339: Profit center was set to L2010002 | W - ME 083: Enter Requester, customer
4500029808;10;F4;;F4;1000472;;1000472;;20022PD005;;OK;S - 06 023: Standard PO 4500029808 changed | I - KI 339: Profit center was set to L2002005 | W - ME 083: Enter Requester, customer
4500029805;10;F4;;F4;1000472;;1000472;;20022PD005;;OK;S - 06 023: Standard PO 4500029805 changed | I - KI 339: Profit center was set to L2002005 | W - ME 083: Enter Requester, customer
4500029802;10;F4;;F4;1000472;;1000472;;20022PD005;;OK;S - 06 023: Standard PO 4500029802 changed | I - KI 339: Profit center was set to L2002005 | W - ME 083: Enter Requester, customer
4500029798;10;CG;;CG;20012779;;20012779;;20011PI020;;OK;S - 06 023: Standard PO 4500029798 changed | W - ME 083: Enter Requester, customer
4500029645;10;F4;;F4;1000474;;1000474;;20011PD004;;OK;S - 06 023: Standard PO 4500029645 changed | W - 06 203: Order value 1.997.425,87 BRL below minimum order value | W - ME 083: Enter Requester, customer
4500029642;10;F4;;F4;1000474;;1000474;;20011PD004;;OK;S - 06 023: Standard PO 4500029642 changed | W - 06 203: Order value 1.997.259,66 BRL below minimum order value | W - ME 083: Enter Requester, customer
4500029639;10;F4;;F4;1000474;;1000474;;20011PD004;;OK;S - 06 023: Standard PO 4500029639 changed | W - 06 203: Order value 1.997.349,51 BRL below minimum order value | W - 06 072: Quantity smaller than invoiced quantity 2 | W - ME 083: Enter Requester, customer
4500029636;10;F4;;F4;1000474;;1000474;;20011PD004;;OK;S - 06 023: Standard PO 4500029636 changed | W - 06 203: Order value 1.997.349,51 BRL below minimum order value | W - ME 083: Enter Requester, customer
4500029632;10;F4;;F4;1000474;;1000474;;20011PD004;;OK;S - 06 023: Standard PO 4500029632 changed | W - 06 203: Order value 1.997.843,65 BRL below minimum order value | W - ME 083: Enter Requester, customer
4500029565;10;C0;;C0;20012794;;20012794;;20011PI007;;OK;S - 06 023: Standard PO 4500029565 changed | W - ME 083: Enter Requester, customer
4500029530;10;C0;;C0;20006177;;20006177;;20111PI002;;OK;S - 06 023: Standard PO 4500029530 changed | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2011002
4500029527;10;C0;;C0;20001873;;20001873;;20151AD015;;OK;S - 06 023: Standard PO 4500029527 changed | W - ME 083: Enter Requester, customer | I - KI 339: Profit center was set to L2015001
4500029511;10;C0;;C0;20018461;;20018461;;20011PD021;;OK;S - 06 023: Standard PO 4500029511 changed | W - 06 203: Order value 42.048,00 BRL below minimum order value | W - ME 083: Enter Requester, customer
4500029469;10;C1;;C1;20006716;;20006716;;20011PI028;;OK;S - 06 023: Standard PO 4500029469 changed | W - ME 083: Enter Requester, customer
4500029450;10;CG;;CG;20013770;;20013770;;20081PI011;;OK;S - 06 023: Standard PO 4500029450 changed | I - KI 339: Profit center was set to L2008001 | W - 06 072: Quantity smaller than invoiced quantity 33 | W - ME 083: Enter Requester, customer
4500029441;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029441 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029437;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029437 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029434;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029434 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029431;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029431 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029428;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029428 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029425;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029425 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029422;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029422 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029418;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029418 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029415;10;F5;;F5;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029415 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029412;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029412 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029409;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029409 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
4500029406;10;F4;;F4;1000784;;1000784;;20022PD002;;OK;S - 06 023: Standard PO 4500029406 changed | I - KI 339: Profit center was set to L2002005 | W - 06 081: Conversion between PC and KG effected using factor 1 | W - ME 083: Enter Requester, customer
